lon,lat,level,year,value
37.7277568173814,55.678603338497,минимальный,2018,4.2
37.7669997965279,55.7145765049228,средний,2018,17
37.7441155497684,55.6981548367861,слабый,2018,9.9
37.7498434210885,55.7000648904625,слабый,2018,8.3
37.6693020179716,55.7087380391522,минимальный,2018,5.3
37.5850853314559,55.5637435027198,минимальный,2018,0
37.5275314823971,55.5361493457957,минимальный,2018,4.8
37.5696783205573,55.5316713003643,минимальный,2018,7.6
37.5239496520237,55.552325434566,минимальный,2018,0
37.5559987012102,55.6048521472889,минимальный,2018,0
37.4432472684829,55.5673292250149,минимальный,2018,3.2
37.3881503946771,55.6148478046295,минимальный,2018,3.8
37.3549040140973,55.6017729135546,минимальный,2018,1.7
37.7043172970325,55.7471274376817,слабый,2018,13
37.7256234587621,55.7311531320133,минимальный,2018,1.6
37.7000057416878,55.7421403963936,минимальный,2018,5.1
37.7409221724929,55.7243687647865,минимальный,2018,5.8
37.6910778551147,55.5817533801979,минимальный,2018,0
37.774475234799,55.6434097772632,минимальный,2018,3.5
37.7485207640642,55.6216552612965,минимальный,2018,4.5
37.7813139624802,55.6248317888433,минимальный,2018,5.8
37.5231059083217,55.6704009304226,минимальный,2018,1.5
37.5142447890919,55.6239535649128,минимальный,2018,1.6
37.5269417742859,55.606449333427,минимальный,2018,1.6
37.4968496512235,55.6571617349441,минимальный,2018,2.7
37.4768306489833,55.6278459969872,минимальный,2018,7
37.4711116312729,55.6361601561822,минимальный,2018,0
37.4921655611442,55.6436763634751,минимальный,2018,0
37.4653338860038,55.659305818401,минимальный,2018,3
37.6217596197091,55.7149443617619,слабый,2018,8.8
37.6009874164895,55.709949002324,минимальный,2018,1.7
37.5017988858355,55.6784315350239,минимальный,2018,2.9
37.4708992503756,55.6599773440064,слабый,2018,10.7
37.4772314660447,55.6609316428271,минимальный,2018,0
37.5631419279653,55.7369844300498,минимальный,2018,5.4
37.7659685920675,55.6992120319734,минимальный,2018,2.2
37.8090465409508,55.6759731429104,минимальный,2018,0
37.7430718238564,55.6884829440406,минимальный,2018,1.6
37.8209184046433,55.6727005213404,минимальный,2018,2
37.6930100068448,55.6132226433245,минимальный,2018,3.1
37.6540871913464,55.6994385297608,слабый,2018,9.1
37.7472238340262,55.6255139535491,минимальный,2018,2
37.7269698448799,55.6264321780711,минимальный,2018,5.2
37.7429006477401,55.6003101860091,минимальный,2018,4.8
37.6771802201237,55.6067962308121,средний,2018,17.1
37.7558234890748,55.812819818811,минимальный,2018,0
37.8260288574234,55.7931477062233,минимальный,2018,3.6
37.8339549278503,55.8146821384016,минимальный,2018,0
37.8288008967699,55.7679145927258,минимальный,2018,7.7
37.824492132222,55.7512067614578,минимальный,2018,4.4
37.7933071196548,55.7954849443418,минимальный,2018,4.3
37.7633777097921,55.787003798426,минимальный,2018,6.8
37.794124843059,55.744868092774,минимальный,2018,2.8
37.773709167031,55.7418518140485,минимальный,2018,3.7
37.7438064355428,55.8040833995092,слабый,2018,14.1
37.7227084143911,55.7940868716317,минимальный,2018,1.5
37.5384947628669,55.8059900624437,минимальный,2018,7.7
37.5671028591936,55.7817544694576,минимальный,2018,0
37.5058489368614,55.8158671187606,минимальный,2018,2.9
37.6893705382689,55.7546413106471,минимальный,2018,0
37.6936233216576,55.7601342602003,средний,2018,22.9
37.6891131925533,55.7620437649406,минимальный,2018,7.4
37.9152096715244,55.7058882007247,минимальный,2018,2.3
37.9284647132235,55.6828200283695,минимальный,2018,0
37.9341580550793,55.7015520093555,минимальный,2018,0
37.9370063234666,55.7070310969664,минимальный,2018,0
37.9483370707123,55.7122255089201,минимальный,2018,3.3
37.7329564694538,55.735131115187,минимальный,2018,2.5
37.7625333332007,55.7248109189531,минимальный,2018,1.7
37.718559529841,55.8144671924534,минимальный,2018,5.9
37.8098064836855,55.7963699573957,минимальный,2018,3.4
37.8642360999394,55.813072089636,минимальный,2018,0
37.8672192206706,55.8161492992401,минимальный,2018,0
37.7140680019643,55.7764136890499,минимальный,2018,2.4
37.7325104913524,55.7605038958615,слабый,2018,11.7
37.728316918169,55.7497048250776,слабый,2018,11.9
37.6443193522881,55.73828232806,слабый,2018,8.5
37.6330671900403,55.7346272305201,средний,2018,16.3
37.6159616129941,55.7471541016582,средний,2018,22.5
37.6088423285635,55.5768218466374,минимальный,2018,1.7
37.6755478991323,55.6896110067366,минимальный,2018,4.4
37.5854770329532,55.7432404808964,минимальный,2018,4
37.5849708224828,55.7528969514697,минимальный,2018,7
37.5991604242401,55.7703819049826,минимальный,2018,0
37.6057682986726,55.7350167837844,минимальный,2018,4.9
37.5972829703164,55.8076778943928,минимальный,2018,5.2
37.5742818345451,55.889227929523,минимальный,2018,5.1
37.5689647776416,55.8968467299888,минимальный,2018,3.5
37.6351868649359,55.8156636899542,минимальный,2018,4
37.5837141347219,55.8683426332452,минимальный,2018,0
37.6510975022312,55.8396251082695,средний,2018,22.1
37.647910231095,55.8594658723734,минимальный,2018,0
37.8461545995888,55.7322193690306,минимальный,2018,2
37.7600668033737,55.8214719084077,минимальный,2018,6.1
37.8591040551397,55.7170432256626,минимальный,2018,1.5
37.6984612524669,55.7891667079268,минимальный,2018,7.5
37.8760823411969,55.711067596203,минимальный,2018,1.7
37.9134162069259,55.7171901435454,минимальный,2018,5.1
37.8372188327079,55.8047612393294,минимальный,2018,1.7
37.6644141081723,55.8061739433567,минимальный,2018,6.5
37.6637431942861,55.7629137357895,средний,2018,20.6
37.6986155210278,55.7784736166316,минимальный,2018,2
37.6800287631006,55.7705801838043,минимальный,2018,3.7
37.6293709908836,55.745521064061,минимальный,2018,6.2
37.6726944220153,55.7400870624806,минимальный,2018,1.7
37.6477225210013,55.7525258256841,минимальный,2018,0
37.6161216444752,55.7326544157752,минимальный,2018,4.9
37.5383023610629,55.7712747094809,минимальный,2018,0
37.6689212308626,55.8933981573989,минимальный,2018,7.3
37.6809902916116,55.8779487607399,минимальный,2018,7.5
37.632284566797,55.8772428867045,минимальный,2018,2
37.6810600129081,55.8510677350698,минимальный,2018,1.7
37.5379511374991,55.8699414228229,минимальный,2018,0
37.5373717447765,55.8940459002189,минимальный,2018,1.7
37.5393929362425,55.8611918230656,минимальный,2018,0
37.5138075235981,55.7725105311695,минимальный,2018,1.5
37.5207690058099,55.7853328714338,минимальный,2018,0
37.5563584731696,55.7972773737521,минимальный,2018,2.2
37.6456349135194,55.8064509062047,слабый,2018,12.4
37.652386321702,55.770156536506,минимальный,2018,7.2
37.6216653068079,55.7919614599358,минимальный,2018,2.1
37.5520467812206,55.7512361447848,минимальный,2018,1.6
37.5869571328809,55.7236028668006,слабый,2018,8.9
37.6529304150917,55.8691251289787,минимальный,2018,0
37.6012842759474,55.8259036034247,минимальный,2018,0
37.6110817348294,55.8042757346,средний,2018,18.4
37.6800092065618,55.892971006541,минимальный,2018,1.5
37.6199985138389,55.875042328767,минимальный,2018,0
37.5658081070851,55.8979752968979,минимальный,2018,2
37.5913295372214,55.904061415379,минимальный,2018,4.8
37.5996851492871,55.830601679218,минимальный,2018,2.3
37.3917438318131,55.9225308274706,минимальный,2018,0
37.5708493217391,55.7971146524439,минимальный,2018,0
37.5418945149949,55.927672076166,минимальный,2018,0
37.8514532718655,55.7429099584371,минимальный,2018,5
37.8471551350524,55.7358416659946,минимальный,2018,2.7
37.540272328468,55.7107874336175,минимальный,2018,5.5
37.5387909657495,55.7431584814738,минимальный,2018,6.2
37.4223342432319,55.7147013641871,минимальный,2018,0
37.4273835527678,55.6924325186763,минимальный,2018,1.7
37.5000460840101,55.7191551570812,минимальный,2018,3.6
37.4574629378991,55.6803746309996,минимальный,2018,4.1
37.4136021743792,55.7707447529375,минимальный,2018,0
37.405752014468,55.7203248081697,минимальный,2018,4.5
37.3630061606891,55.6332058966628,минимальный,2018,0
37.4442149519843,55.6915214580584,минимальный,2018,0
37.5325586748404,55.6939919449646,минимальный,2018,4.3
37.509713303857,55.747321008728,минимальный,2018,7.2
37.4580086929174,55.6725596527368,минимальный,2018,0
37.6269544406998,55.7656939552613,минимальный,2018,5
37.6043117900496,55.7704542545144,минимальный,2018,4.3
37.5560514102531,55.7192415706914,минимальный,2018,1.7
37.6184355411137,55.7913714557868,минимальный,2018,0
37.55381524277,55.7601930772982,минимальный,2018,4.7
37.4071823123152,55.6501316344965,минимальный,2018,2.7
37.4280587100961,55.6649624452303,слабый,2018,10.4
37.3912245241535,55.7343903096309,минимальный,2018,7
37.4104759890324,55.9481095966674,минимальный,2018,0
37.4286732651479,55.7412732305066,минимальный,2018,1.7
37.3800250539744,55.7325951997862,минимальный,2018,3.3
37.296449326043,55.6103783239978,минимальный,2018,2.7
37.3941604800705,55.7086424409855,минимальный,2018,0
37.410482521059,55.7428867324648,минимальный,2018,4
37.5060009743204,55.7637761798881,минимальный,2018,0
37.413764659105,55.7906568650143,минимальный,2018,0
